"Nombre","NombreMostrado","Estado","TipoInicio","Cuenta","RutaImagen","Ejecutable","EnRutaEstandar","RutaSinComillas","Descripcion","PID"
"Themes","Themes","Running","Auto","LocalSystem","C:\Windows\System32\svchost.exe -k netsvcs -p","C:\Windows\System32\svchost.exe","True","False","Provides user experience theme management.","1860"
"TieringEngineService","Storage Tiers Management","Stopped","Manual","localSystem","C:\Windows\system32\TieringEngineService.exe","C:\Windows\system32\TieringEngineService.exe","True","False","Optimizes the placement of data in storage tiers on all tiered storage spaces in the system.","0"
"TimeBrokerSvc","Time Broker","Running","Manual","NT AUTHORITY\LocalService","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","C:\Windows\system32\svchost.exe","True","False","Coordinates execution of background work for WinRT application. If this service is stopped or disabled, then background work might not be triggered.","1504"
"TokenBroker","Web Account Manager","Running","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","True","False","This service is used by Web Account Manager to provide single-sign-on to apps and services.","15928"
"TrkWks","Distributed Link Tracking Client","Running","Auto","LocalSystem","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\System32\svchost.exe","True","False","Maintains links between NTFS files within a computer or across computers in a network.","3544"
"TrustedInstaller","Windows Modules Installer","Running","Manual","localSystem","C:\Windows\servicing\TrustedInstaller.exe","C:\Windows\servicing\TrustedInstaller.exe","True","False","Enables installation, modification, and removal of Windows updates and optional components. If this service is disabled, install or uninstall of Windows updates might fail for this computer.","56296"
"tzautoupdate","Auto Time Zone Updater","Stopped","Disabled","NT AUTHORITY\LocalService","C:\Windows\system32\svchost.exe -k LocalService -p","C:\Windows\system32\svchost.exe","True","False","Automatically sets the system time zone.","0"
"UALSVC","User Access Logging Service","Running","Auto","LocalSystem","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\system32\svchost.exe","True","False","This service logs unique client access requests, in the form of IP addresses and user names, of installed products and roles on the local server. This information can be queried, via Powershell, by administrators needing to quantify client demand of server software for offline Client Access License ...","9464"
"UevAgentService","User Experience Virtualization Service","Stopped","Disabled","LocalSystem","C:\Windows\system32\AgentService.exe","C:\Windows\system32\AgentService.exe","True","False","Provides support for application and OS settings roaming","0"
"UmRdpService","Remote Desktop Services UserMode Port Redirector","Running","Manual","localSystem","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\System32\svchost.exe","True","False","Allows the redirection of Printers/Drives/Ports for RDP connections","2052"
"upnphost","UPnP Device Host","Stopped","Disabled","NT AUTHORITY\LocalService","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","C:\Windows\system32\svchost.exe","True","False","Allows UPnP devices to be hosted on this computer. If this service is stopped, any hosted UPnP devices will stop functioning and no additional hosted devices can be added. If this service is disabled, any services that explicitly depend on it will fail to start.","0"
"UserManager","User Manager","Running","Auto","LocalSystem","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","True","False","User Manager provides the runtime components required for multi-user interaction.  If this service is stopped, some applications may not operate correctly.","2836"
"UsoSvc","Update Orchestrator Service","Running","Auto","LocalSystem","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","True","False","Manages Windows Updates. If stopped, your devices will not be able to download and install the latest updates.","3048"
"VaultSvc","Credential Manager","Stopped","Manual","LocalSystem","C:\Windows\system32\lsass.exe","C:\Windows\system32\lsass.exe","True","False","Provides secure storage and retrieval of credentials to users, applications and security service packages.","0"
"vds","Virtual Disk","Stopped","Manual","LocalSystem","C:\Windows\System32\vds.exe","C:\Windows\System32\vds.exe","True","False","Provides management services for disks, volumes, file systems, and storage arrays.","0"
"VGAuthService","VMware Alias Manager and Ticket Service","Running","Auto","LocalSystem","""C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe""","C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe","True","False","Alias Manager and Ticket Service","3824"
"vm3dservice","VMware SVGA Helper Service","Running","Auto","LocalSystem","C:\Windows\system32\vm3dservice.exe","C:\Windows\system32\vm3dservice.exe","True","False","Helps VMware SVGA driver by collecting and conveying user mode information","3684"
"vmicguestinterface","Hyper-V Guest Service Interface","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\system32\svchost.exe","True","False","Provides an interface for the Hyper-V host to interact with specific services running inside the virtual machine.","0"
"vmicheartbeat","Hyper-V Heartbeat Service","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k ICService -p","C:\Windows\system32\svchost.exe","True","False","Monitors the state of this virtual machine by reporting a heartbeat at regular intervals. This service helps you identify running virtual machines that have stopped responding.","0"
"vmickvpexchange","Hyper-V Data Exchange Service","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\system32\svchost.exe","True","False","Provides a mechanism to exchange data between the virtual machine and the operating system running on the physical computer.","0"
"vmicshutdown","Hyper-V Guest Shutdown Service","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\system32\svchost.exe","True","False","Provides a mechanism to shut down the operating system of this virtual machine from the management interfaces on the physical computer.","0"
"vmictimesync","Hyper-V Time Synchronization Service","Stopped","Manual","NT AUTHORITY\LocalService","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","C:\Windows\system32\svchost.exe","True","False","Synchronizes the system time of this virtual machine with the system time of the physical computer.","0"
"vmicvmsession","Hyper-V PowerShell Direct Service","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\system32\svchost.exe","True","False","Provides a mechanism to manage virtual machine with PowerShell via VM session without a virtual network.","0"
"vmicvss","Hyper-V Volume Shadow Copy Requestor","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\system32\svchost.exe","True","False","Coordinates the communications that are required to use Volume Shadow Copy Service to back up applications and data on this virtual machine from the operating system on the physical computer.","0"
"VMTools","VMware Tools","Stopped","Auto","LocalSystem","""C:\Program Files\VMware\VMware Tools\vmtoolsd.exe""","C:\Program Files\VMware\VMware Tools\vmtoolsd.exe","True","False","Provides support for synchronizing objects between the host and guest operating systems.","0"
"vmvss","VMware Snapshot Provider","Stopped","Manual","LocalSystem","C:\Windows\system32\dllhost.exe /Processid:{CF99FE95-EA49-4765-98C9-46B46B179F78}","C:\Windows\system32\dllhost.exe","True","False","VMware Snapshot Provider","0"
"VSInstallerElevationService","Visual Studio Installer Elevation Service","Stopped","Manual","LocalSystem","""C:\Program Files (x86)\Microsoft Visual Studio\Installer\VSInstallerElevationService.exe""","C:\Program Files (x86)\Microsoft Visual Studio\Installer\VSInstallerElevationService.exe","True","False","This service is responsible for elevating the Visual Studio Installer.","0"
"VSS","Volume Shadow Copy","Stopped","Manual","LocalSystem","C:\Windows\system32\vssvc.exe","C:\Windows\system32\vssvc.exe","True","False","Manages and implements Volume Shadow Copies used for backup and other purposes. If this service is stopped, shadow copies will be unavailable for backup and the backup may fail. If this service is disabled, any services that explicitly depend on it will fail to start.","0"
"VSStandardCollectorService150","Visual Studio Standard Collector Service 150","Stopped","Manual","LocalSystem","""C:\Program Files (x86)\Microsoft Visual Studio\Shared\Common\DiagnosticsHub.Collection.Service\StandardCollector.Service.exe""","C:\Program Files (x86)\Microsoft Visual Studio\Shared\Common\DiagnosticsHub.Collection.Service\StandardCollector.Service.exe","True","False","Visual Studio Data Collection Service. When running, this service collects real-time ETW events and processes them.","0"
"W32Time","Windows Time","Running","Auto","NT AUTHORITY\LocalService","C:\Windows\system32\svchost.exe -k LocalService","C:\Windows\system32\svchost.exe","True","False","Maintains date and time synchronization on all clients and servers in the network. If this service is stopped, date and time synchronization will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","3588"
"w3logsvc","W3C Logging Service","Stopped","Manual","localSystem","C:\Windows\system32\svchost.exe -k apphost","C:\Windows\system32\svchost.exe","True","False","Provides W3C logging for Internet Information Services (IIS). If this service is stopped, W3C logging configured by IIS will not work.","0"
"W3SVC","World Wide Web Publishing Service","Running","Auto","localSystem","C:\Windows\system32\svchost.exe -k iissvcs","C:\Windows\system32\svchost.exe","True","False","Provides Web connectivity and administration through the Internet Information Services Manager","3552"
"WaaSMedicSvc","Windows Update Medic Service","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k wusvcs -p","C:\Windows\system32\svchost.exe","True","False","Enables remediation and protection of Windows Update components.","0"
"WalletService","WalletService","Stopped","Disabled","LocalSystem","C:\Windows\System32\svchost.exe -k appmodel -p","C:\Windows\System32\svchost.exe","True","False","Hosts objects used by clients of the wallet","0"
"WarpJITSvc","Warp JIT Service","Stopped","Manual","NT Authority\LocalService","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted","C:\Windows\System32\svchost.exe","True","False","Enables JIT compilation support in d3d10warp.dll for processes in which code generation is disabled.","0"
"WAS","Windows Process Activation Service","Running","Manual","localSystem","C:\Windows\system32\svchost.exe -k iissvcs","C:\Windows\system32\svchost.exe","True","False","The Windows Process Activation Service (WAS) provides process activation, resource management and health management services for message-activated applications.","3552"
"WbioSrvc","Windows Biometric Service","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k WbioSvcGroup","C:\Windows\system32\svchost.exe","True","False","The Windows biometric service gives client applications the ability to capture, compare, manipulate, and store biometric data without gaining direct access to any biometric hardware or samples. The service is hosted in a privileged SVCHOST process.","0"
"Wcmsvc","Windows Connection Manager","Running","Auto","NT Authority\LocalService","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","C:\Windows\system32\svchost.exe","True","False","Makes automatic connect/disconnect decisions based on the network connectivity options currently available to the PC and enables management of network connectivity based on Group Policy settings.","2144"
"WdiServiceHost","Diagnostic Service Host","Running","Manual","NT AUTHORITY\LocalService","C:\Windows\System32\svchost.exe -k LocalService -p","C:\Windows\System32\svchost.exe","True","False","The Diagnostic Service Host is used by the Diagnostic Policy Service to host diagnostics that need to run in a Local Service context.  If this service is stopped, any diagnostics that depend on it will no longer function.","2108"
"WdiSystemHost","Diagnostic System Host","Running","Manual","LocalSystem","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\System32\svchost.exe","True","False","The Diagnostic System Host is used by the Diagnostic Policy Service to host diagnostics that need to run in a Local System context.  If this service is stopped, any diagnostics that depend on it will no longer function.","59544"
"WdNisSvc","Microsoft Defender Antivirus Network Inspection Service","Running","Manual","NT AUTHORITY\LocalService","""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26070.9-0\NisSrv.exe""","C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26070.9-0\NisSrv.exe","False","False","Helps guard against intrusion attempts targeting known and newly discovered vulnerabilities in network protocols","21396"
"Wecsvc","Windows Event Collector","Stopped","Manual","NT AUTHORITY\NetworkService","C:\Windows\system32\svchost.exe -k NetworkService -p","C:\Windows\system32\svchost.exe","True","False","This service manages persistent subscriptions to events from remote sources that support WS-Management protocol. This includes Windows Vista event logs, hardware and IPMI-enabled event sources. The service stores forwarded events in a local Event Log. If this service is stopped or disabled event sub...","0"
"WEPHOSTSVC","Windows Encryption Provider Host Service","Stopped","Manual","NT AUTHORITY\LocalService","C:\Windows\system32\svchost.exe -k WepHostSvcGroup","C:\Windows\system32\svchost.exe","True","False","Windows Encryption Provider Host Service brokers encryption related functionalities from 3rd Party Encryption Providers to processes that need to evaluate and apply EAS policies. Stopping this will compromise EAS compliancy checks that have been established by the connected Mail Accounts","0"
"wercplsupport","Problem Reports Control Panel Support","Stopped","Manual","localSystem","C:\Windows\System32\svchost.exe -k netsvcs -p","C:\Windows\System32\svchost.exe","True","False","This service provides support for viewing, sending and deletion of system-level problem reports for the Problem Reports control panel.","0"
"WerSvc","Windows Error Reporting Service","Stopped","Manual","localSystem","C:\Windows\System32\svchost.exe -k WerSvcGroup","C:\Windows\System32\svchost.exe","True","False","Allows errors to be reported when programs stop working or responding and allows existing solutions to be delivered. Also allows logs to be generated for diagnostic and repair services. If this service is stopped, error reporting might not work correctly and results of diagnostic services and repair...","0"
"WiaRpc","Still Image Acquisition Events","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\system32\svchost.exe","True","False","Launches applications associated with still image acquisition events.","0"
"WinDefend","Microsoft Defender Antivirus Service","Running","Auto","LocalSystem","""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26070.9-0\MsMpEng.exe""","C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26070.9-0\MsMpEng.exe","False","False","Helps protect users from malware and other potentially unwanted software","43228"
"windows_exporter","Windows Exporter","Running","Auto","LocalSystem","""C:\windows_exporter\windows_exporter.exe"" --collectors.enabled ""cpu,cs,logical_disk,net,os,physical_disk,service,system,textfile"" --web.listen-address "":9090""","C:\windows_exporter\windows_exporter.exe","True","False","Prometheus exporter for Windows - InfraMonitor","4100"
"WinHttpAutoProxySvc","WinHTTP Web Proxy Auto-Discovery Service","Running","Manual","NT AUTHORITY\LocalService","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","C:\Windows\system32\svchost.exe","True","False","WinHTTP implements the client HTTP stack and provides developers with a Win32 API and COM Automation component for sending HTTP requests and receiving responses. In addition, WinHTTP provides support for auto-discovering a proxy configuration via its implementation of the Web Proxy Auto-Discovery (W...","2552"
"Winmgmt","Windows Management Instrumentation","Running","Auto","localSystem","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","True","False","Provides a common interface and object model to access management information about operating system, devices, applications and services. If this service is stopped, most Windows-based software will not function properly. If this service is disabled, any services that explicitly depend on it will fa...","3648"
"WinRM","Windows Remote Management (WS-Management)","Running","Auto","NT AUTHORITY\NetworkService","C:\Windows\System32\svchost.exe -k NetworkService -p","C:\Windows\System32\svchost.exe","True","False","Windows Remote Management (WinRM) service implements the WS-Management protocol for remote management. WS-Management is a standard web services protocol used for remote software and hardware management. The WinRM service listens on the network for WS-Management requests and processes them. The WinRM...","3668"
"wisvc","Windows Insider Service","Stopped","Disabled","LocalSystem","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","True","False","Provides infrastructure support for the Windows Insider Program. This service must remain enabled for the Windows Insider Program to work.","0"
"wlidsvc","Microsoft Account Sign-in Assistant","Running","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","True","False","Enables user sign-in through Microsoft account identity services. If this service is stopped, users will not be able to logon to the computer with their Microsoft account.","42368"
"wmiApSrv","WMI Performance Adapter","Stopped","Manual","localSystem","C:\Windows\system32\wbem\WmiApSrv.exe","C:\Windows\system32\wbem\WmiApSrv.exe","True","False","Provides performance library information from Windows Management Instrumentation (WMI) providers to clients on the network. This service only runs when Performance Data Helper is activated.","0"
"WMPNetworkSvc","Windows Media Player Network Sharing Service","Stopped","Manual","NT AUTHORITY\NetworkService","""C:\Program Files\Windows Media Player\wmpnetwk.exe""","C:\Program Files\Windows Media Player\wmpnetwk.exe","True","False","Shares Windows Media Player libraries to other networked players and media devices using Universal Plug and Play","0"
"WMSVC","Web Management Service","Stopped","Manual","NT AUTHORITY\LocalService","C:\Windows\system32\inetsrv\wmsvc.exe","C:\Windows\system32\inetsrv\wmsvc.exe","True","False","The Web Management Service enables remote and delegated management capabilities for administrators to manage for the Web server, sites and applications present on this machine.","0"
"WPDBusEnum","Portable Device Enumerator Service","Stopped","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","C:\Windows\system32\svchost.exe","True","False","Enforces group policy for removable mass-storage devices. Enables applications such as Windows Media Player and Image Import Wizard to transfer and synchronize content using removable mass-storage devices.","0"
"WpnService","Windows Push Notifications System Service","Running","Auto","LocalSystem","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","True","False","This service runs in session 0 and hosts the notification platform and connection provider which handles the connection between the device and WNS server.","3348"
"WSearch","Windows Search","Running","Auto","LocalSystem","C:\Windows\system32\SearchIndexer.exe /Embedding","C:\Windows\system32\SearchIndexer.exe","True","False","Provides content indexing, property caching, and search results for files, e-mail, and other content.","10636"
"wuauserv","Windows Update","Running","Manual","LocalSystem","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","True","False","Enables the detection, download, and installation of updates for Windows and other programs. If this service is disabled, users of this computer will not be able to use Windows Update or its automatic updating feature, and programs will not be able to use the Windows Update Agent (WUA) API.","42204"
"CaptureService_1ec7feb","CaptureService_1ec7feb","Stopped","Manual","","C:\Windows\system32\svchost.exe -k LocalService -p","C:\Windows\system32\svchost.exe","True","False","Enables optional screen capture functionality for applications that call the Windows.Graphics.Capture API.","0"
"cbdhsvc_1ec7feb","Clipboard User Service_1ec7feb","Running","Auto","","C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p","C:\Windows\system32\svchost.exe","True","False","This user service is used for Clipboard scenarios","10204"
"CDPUserSvc_1ec7feb","Connected Devices Platform User Service_1ec7feb","Running","Auto","","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","C:\Windows\system32\svchost.exe","True","False","This user service is used for Connected Devices Platform scenarios","16252"
"ConsentUxUserSvc_1ec7feb","ConsentUX User Service_1ec7feb","Stopped","Manual","","C:\Windows\system32\svchost.exe -k DevicesFlow","C:\Windows\system32\svchost.exe","True","False","Allows the system to request user consent to allow apps to access sensitive resources and information such as the device's location","0"
"CredentialEnrollmentManagerUserSvc_1ec7feb","CredentialEnrollmentManagerUserSvc_1ec7feb","Stopped","Manual","","C:\Windows\system32\CredentialEnrollmentManager.exe","C:\Windows\system32\CredentialEnrollmentManager.exe","True","False","Credential Enrollment Manager","0"
"DeviceAssociationBrokerSvc_1ec7feb","DeviceAssociationBroker_1ec7feb","Stopped","Manual","","C:\Windows\system32\svchost.exe -k DevicesFlow -p","C:\Windows\system32\svchost.exe","True","False","Enables apps to pair devices","0"
"DevicePickerUserSvc_1ec7feb","DevicePicker_1ec7feb","Stopped","Disabled","","C:\Windows\system32\svchost.exe -k DevicesFlow","C:\Windows\system32\svchost.exe","True","False","This user service is used for managing the Miracast, DLNA, and DIAL UI","0"
"DevicesFlowUserSvc_1ec7feb","DevicesFlow_1ec7feb","Stopped","Manual","","C:\Windows\system32\svchost.exe -k DevicesFlow","C:\Windows\system32\svchost.exe","True","False","Allows ConnectUX and PC Settings to Connect and Pair with WiFi displays and Bluetooth devices.","0"
"PimIndexMaintenanceSvc_1ec7feb","Contact Data_1ec7feb","Running","Manual","","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","C:\Windows\system32\svchost.exe","True","False","Indexes contact data for fast contact searching. If you stop or disable this service, contacts might be missing from your search results.","27428"
"PrintWorkflowUserSvc_1ec7feb","PrintWorkflow_1ec7feb","Running","Manual","","C:\Windows\system32\svchost.exe -k PrintWorkflow","C:\Windows\system32\svchost.exe","True","False","Provides support for Print Workflow applications. If you turn off this service, you may not be able to print successfully.","6908"
"UdkUserSvc_1ec7feb","Udk User Service_1ec7feb","Stopped","Manual","","C:\Windows\system32\svchost.exe -k UdkSvcGroup","C:\Windows\system32\svchost.exe","True","False","Shell components service","0"
"UnistoreSvc_1ec7feb","User Data Storage_1ec7feb","Running","Manual","","C:\Windows\System32\svchost.exe -k UnistackSvcGroup","C:\Windows\System32\svchost.exe","True","False","Handles storage of structured user data, including contact info, calendars, messages, and other content. If you stop or disable this service, apps that use this data might not work correctly.","27428"
"UserDataSvc_1ec7feb","User Data Access_1ec7feb","Running","Manual","","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","C:\Windows\system32\svchost.exe","True","False","Provides apps access to structured user data, including contact info, calendars, messages, and other content. If you stop or disable this service, apps that use this data might not work correctly.","27428"
"WpnUserService_1ec7feb","Windows Push Notifications User Service_1ec7feb","Running","Auto","","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","C:\Windows\system32\svchost.exe","True","False","This service hosts Windows notification platform which provides support for local and push notifications. Supported notifications are tile, toast and raw.","16200"
"CaptureService_1147d352","CaptureService_1147d352","Stopped","Manual","","C:\Windows\system32\svchost.exe -k LocalService -p","C:\Windows\system32\svchost.exe","True","False","Enables optional screen capture functionality for applications that call the Windows.Graphics.Capture API.","0"
"cbdhsvc_1147d352","Clipboard User Service_1147d352","Running","Auto","","C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p","C:\Windows\system32\svchost.exe","True","False","This user service is used for Clipboard scenarios","38820"
"CDPUserSvc_1147d352","Connected Devices Platform User Service_1147d352","Running","Auto","","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","C:\Windows\system32\svchost.exe","True","False","This user service is used for Connected Devices Platform scenarios","34992"
"ConsentUxUserSvc_1147d352","ConsentUX User Service_1147d352","Stopped","Manual","","C:\Windows\system32\svchost.exe -k DevicesFlow","C:\Windows\system32\svchost.exe","True","False","Allows the system to request user consent to allow apps to access sensitive resources and information such as the device's location","0"
"CredentialEnrollmentManagerUserSvc_1147d352","CredentialEnrollmentManagerUserSvc_1147d352","Stopped","Manual","","C:\Windows\system32\CredentialEnrollmentManager.exe","C:\Windows\system32\CredentialEnrollmentManager.exe","True","False","Credential Enrollment Manager","0"
"DeviceAssociationBrokerSvc_1147d352","DeviceAssociationBroker_1147d352","Stopped","Manual","","C:\Windows\system32\svchost.exe -k DevicesFlow -p","C:\Windows\system32\svchost.exe","True","False","Enables apps to pair devices","0"
"DevicePickerUserSvc_1147d352","DevicePicker_1147d352","Stopped","Disabled","","C:\Windows\system32\svchost.exe -k DevicesFlow","C:\Windows\system32\svchost.exe","True","False","This user service is used for managing the Miracast, DLNA, and DIAL UI","0"
"DevicesFlowUserSvc_1147d352","DevicesFlow_1147d352","Stopped","Manual","","C:\Windows\system32\svchost.exe -k DevicesFlow","C:\Windows\system32\svchost.exe","True","False","Allows ConnectUX and PC Settings to Connect and Pair with WiFi displays and Bluetooth devices.","0"
"PimIndexMaintenanceSvc_1147d352","Contact Data_1147d352","Running","Manual","","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","C:\Windows\system32\svchost.exe","True","False","Indexes contact data for fast contact searching. If you stop or disable this service, contacts might be missing from your search results.","14208"
"PrintWorkflowUserSvc_1147d352","PrintWorkflow_1147d352","Stopped","Manual","","C:\Windows\system32\svchost.exe -k PrintWorkflow","C:\Windows\system32\svchost.exe","True","False","Provides support for Print Workflow applications. If you turn off this service, you may not be able to print successfully.","0"
"UdkUserSvc_1147d352","Udk User Service_1147d352","Stopped","Manual","","C:\Windows\system32\svchost.exe -k UdkSvcGroup","C:\Windows\system32\svchost.exe","True","False","Shell components service","0"
"UnistoreSvc_1147d352","User Data Storage_1147d352","Running","Manual","","C:\Windows\System32\svchost.exe -k UnistackSvcGroup","C:\Windows\System32\svchost.exe","True","False","Handles storage of structured user data, including contact info, calendars, messages, and other content. If you stop or disable this service, apps that use this data might not work correctly.","14208"
"UserDataSvc_1147d352","User Data Access_1147d352","Running","Manual","","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","C:\Windows\system32\svchost.exe","True","False","Provides apps access to structured user data, including contact info, calendars, messages, and other content. If you stop or disable this service, apps that use this data might not work correctly.","14208"
"WpnUserService_1147d352","Windows Push Notifications User Service_1147d352","Running","Auto","","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","C:\Windows\system32\svchost.exe","True","False","This service hosts Windows notification platform which provides support for local and push notifications. Supported notifications are tile, toast and raw.","21216"
"Tableau Bridge worker(Administrator@SRV-SAP)","Tableau Bridge worker(Administrator@SRV-SAP)","Running","Auto",".\Administrator","""C:\Program Files\Tableau\Tableau Bridge\bin\TabBridgeClientWorker.exe""","C:\Program Files\Tableau\Tableau Bridge\bin\TabBridgeClientWorker.exe","True","False","","39824"
"CaptureService_5ee720de","CaptureService_5ee720de","Stopped","Manual","","C:\Windows\system32\svchost.exe -k LocalService -p","C:\Windows\system32\svchost.exe","True","False","Enables optional screen capture functionality for applications that call the Windows.Graphics.Capture API.","0"
"cbdhsvc_5ee720de","Clipboard User Service_5ee720de","Running","Auto","","C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p","C:\Windows\system32\svchost.exe","True","False","This user service is used for Clipboard scenarios","57420"
"CDPUserSvc_5ee720de","Connected Devices Platform User Service_5ee720de","Running","Auto","","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","C:\Windows\system32\svchost.exe","True","False","This user service is used for Connected Devices Platform scenarios","4676"
"ConsentUxUserSvc_5ee720de","ConsentUX User Service_5ee720de","Stopped","Manual","","C:\Windows\system32\svchost.exe -k DevicesFlow","C:\Windows\system32\svchost.exe","True","False","Allows the system to request user consent to allow apps to access sensitive resources and information such as the device's location","0"
"CredentialEnrollmentManagerUserSvc_5ee720de","CredentialEnrollmentManagerUserSvc_5ee720de","Stopped","Manual","","C:\Windows\system32\CredentialEnrollmentManager.exe","C:\Windows\system32\CredentialEnrollmentManager.exe","True","False","Credential Enrollment Manager","0"
"DeviceAssociationBrokerSvc_5ee720de","DeviceAssociationBroker_5ee720de","Stopped","Manual","","C:\Windows\system32\svchost.exe -k DevicesFlow -p","C:\Windows\system32\svchost.exe","True","False","Enables apps to pair devices","0"
"DevicePickerUserSvc_5ee720de","DevicePicker_5ee720de","Stopped","Disabled","","C:\Windows\system32\svchost.exe -k DevicesFlow","C:\Windows\system32\svchost.exe","True","False","This user service is used for managing the Miracast, DLNA, and DIAL UI","0"
"DevicesFlowUserSvc_5ee720de","DevicesFlow_5ee720de","Stopped","Manual","","C:\Windows\system32\svchost.exe -k DevicesFlow","C:\Windows\system32\svchost.exe","True","False","Allows ConnectUX and PC Settings to Connect and Pair with WiFi displays and Bluetooth devices.","0"
"PimIndexMaintenanceSvc_5ee720de","Contact Data_5ee720de","Stopped","Manual","","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","C:\Windows\system32\svchost.exe","True","False","Indexes contact data for fast contact searching. If you stop or disable this service, contacts might be missing from your search results.","0"
"PrintWorkflowUserSvc_5ee720de","PrintWorkflow_5ee720de","Running","Manual","","C:\Windows\system32\svchost.exe -k PrintWorkflow","C:\Windows\system32\svchost.exe","True","False","Provides support for Print Workflow applications. If you turn off this service, you may not be able to print successfully.","27192"
"UdkUserSvc_5ee720de","Udk User Service_5ee720de","Stopped","Manual","","C:\Windows\system32\svchost.exe -k UdkSvcGroup","C:\Windows\system32\svchost.exe","True","False","Shell components service","0"
"UnistoreSvc_5ee720de","User Data Storage_5ee720de","Stopped","Manual","","C:\Windows\System32\svchost.exe -k UnistackSvcGroup","C:\Windows\System32\svchost.exe","True","False","Handles storage of structured user data, including contact info, calendars, messages, and other content. If you stop or disable this service, apps that use this data might not work correctly.","0"
"UserDataSvc_5ee720de","User Data Access_5ee720de","Stopped","Manual","","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","C:\Windows\system32\svchost.exe","True","False","Provides apps access to structured user data, including contact info, calendars, messages, and other content. If you stop or disable this service, apps that use this data might not work correctly.","0"
"WpnUserService_5ee720de","Windows Push Notifications User Service_5ee720de","Running","Auto","","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","C:\Windows\system32\svchost.exe","True","False","This service hosts Windows notification platform which provides support for local and push notifications. Supported notifications are tile, toast and raw.","51392"
